place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,coordinates,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJrTvHw9OLsIkRbGX88_U8Jic,Bonefish Grill,"Your local Williamsburg, VA Bonefish Grill(r) specializes in hand-cut, wood-grilled specialties and locally crafted Partner Selection dishes made with the freshest, highest-quality ingredients. The restaurant offers a selection of classic and signature hand-crafted cocktails, using just-squeezed juices, edible garnishes, and house infusions in addition to offering a distinct list of wines, which are the perfect match for any food pairing. Located in Williamsburg in Towne Center, across from James City County District Court",,1575,4.4,"Name: Fat Tuna Grill & Oyster House
Link: https://www.google.com/maps/search/Fat+Tuna+Grill+%26+Oyster+House/@37.2887541,-76.721779?authuser=0&hl=en&entry=ttu
Reviews: 5390 reviews

Name: Berret's Seafood Restaurant and Taphouse Grill
Link: https://www.google.com/maps/search/Berret's+Seafood+Restaurant+and+Taphouse+Grill/@37.269825399999995,-76.7069361?authuser=0&hl=en&entry=ttu
Reviews: 2800 reviews

Name: Oceans & Ale
Link: https://www.google.com/maps/search/Oceans+%26+Ale/@37.2710515,-76.7568491?authuser=0&hl=en&entry=ttu
Reviews: 2410 reviews

Name: Waypoint Seafood & Grill
Link: https://www.google.com/maps/search/Waypoint+Seafood+%26+Grill/@37.248787199999995,-76.68630929999999?authuser=0&hl=en&entry=ttu
Reviews: 792 reviews

Name: Keland Louisiana Seafood Grab -N- Go
Link: https://www.google.com/maps/search/Keland+Louisiana+Seafood+Grab+-N-+Go/@37.2790241,-76.740663?authuser=0&hl=en&entry=ttu
Reviews: 328 reviews",https://locations.bonefishgrill.com/virginia/williamsburg/5212-monticello-avenue?y_source=1_MTU1MDI2OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(757) 229-3474,"{""latitude"":37.2766421,""longitude"":-76.7409503}",Bonefish Grill (Owner),https://www.google.com/maps/contrib/114395572643370128810,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npR360dlYIZus8a5DmHuG4-De5Z7sb1HNsmvTgWl6EWXX7I8Lm_a08pwXC0dTZ_nqiQJ70WTBriHfcyzLwxN73l0fvYHb6WmywzoWy5yZd120fgSFVDVTja6923Jilguz3p5wtP=s1024,Seafood restaurant,"Seafood restaurant, American restaurant, Bar & grill, Brunch restaurant, Californian restaurant, Caterer, Gluten-free restaurant, Takeout Restaurant, Restaurant, Wine bar",11 AM-10 PM,,Open All Days,"5212 Monticello Ave, Williamsburg, VA 23188","server, bang bang shrimp, bartender, appetizer, crab cakes, martini, happy hour, anniversary, mahi mahi, brussel sprouts",https://www.google.com/maps/place/Bonefish+Grill/data=!4m7!3m6!1s0x89b08bd3c3c73bad:0x27263cf5f3fc656c!8m2!3d37.2766421!4d-76.7409503!16s%2Fg%2F1tc_m046!19sChIJrTvHw9OLsIkRbGX88_U8Jic?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJLXRakOOJsIkRkXVX5UVTT6k,Gabriel Archer Tavern at The Williamsburg Winery,"In 1987 the Duffeler family constructed the Gabriel Archer Tavern on the footprints of an old farm shed on the grounds of Wessex Hundred. Originally, this first completed winery structure housed barrels, bottling equipment, and the finished wines.

Today, its mission is to provide a memorable farm-to-fork dining experience that's both delicious and nourishing.",,442,4.5,"Name: Amber Ox Public House
Link: https://www.google.com/maps/search/Amber+Ox+Public+House/@37.272807,-76.708522?authuser=0&hl=en&entry=ttu
Reviews: 3312 reviews

Name: King's Arms Tavern
Link: https://www.google.com/maps/search/King's+Arms+Tavern/@37.2712789,-76.6954215?authuser=0&hl=en&entry=ttu
Reviews: 1987 reviews

Name: Chowning's Garden Bar
Link: https://www.google.com/maps/search/Chowning's+Garden+Bar/@37.2714667,-76.6991949?authuser=0&hl=en&entry=ttu
Reviews: 1897 reviews

Name: Christiana Campbell's Tavern
Link: https://www.google.com/maps/search/Christiana+Campbell's+Tavern/@37.271653,-76.6914125?authuser=0&hl=en&entry=ttu
Reviews: 844 reviews

Name: Fat Canary
Link: https://www.google.com/maps/search/Fat+Canary/@37.2706514,-76.70611170000001?authuser=0&hl=en&entry=ttu
Reviews: 689 reviews",http://williamsburgwinery.com/gabrielarchertavern,(757) 564-8869,"{""latitude"":37.2324386,""longitude"":-76.7185337}",Gabriel Archer Tavern at The Williamsburg Winery (Owner),https://www.google.com/maps/contrib/102732347095887285202,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLjNvM2fMXHaGBs4iUHY7flwwVbOjGkSLbkWoK665fIe6zpkIZ8ggDBQXH5Cod-HO6Yhj8l28XIwolhiVGxoNntopesnlDUSdFwNMGBh5_dn0ET4OF_pK6M8yoKy4d_d0cI2RMf44aN5o=s1024,American restaurant,American restaurant,11 AM-3 PM,,Open All Days,"5800 Wessex Hundred, Williamsburg, VA 23185","tasting, food, wine, crab cakes, brunch, flight, vineyard, oysters, charcuterie, turkey and brie sandwich, quiche",https://www.google.com/maps/place/Gabriel+Archer+Tavern+at+The+Williamsburg+Winery/data=!4m7!3m6!1s0x89b089e3905a742d:0xa94f5345e5577591!8m2!3d37.2324386!4d-76.7185337!16s%2Fg%2F1td7v1gc!19sChIJLXRakOOJsIkRkXVX5UVTT6k?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJGxrKPtGLsIkRW474qdEiqHU,Buffalo Wild Wings,"Award-winning Buffalo, New York-style wings in your choice of 26 sauces and seasonings.",,1405,3.5,"Name: DoG Street Pub
Link: https://www.google.com/maps/search/DoG+Street+Pub/@37.2711628,-76.7059891?authuser=0&hl=en&entry=ttu
Reviews: 2386 reviews

Name: Hooters
Link: https://www.google.com/maps/search/Hooters/@37.28509940000001,-76.7184685?authuser=0&hl=en&entry=ttu
Reviews: 1471 reviews

Name: Brickhouse Tavern Williamsburg
Link: https://www.google.com/maps/search/Brickhouse+Tavern+Williamsburg/@37.274038999999995,-76.71223189999999?authuser=0&hl=en&entry=ttu
Reviews: 1157 reviews

Name: The Brass Tap
Link: https://www.google.com/maps/search/The+Brass+Tap/@37.2783315,-76.7410331?authuser=0&hl=en&entry=ttu
Reviews: 402 reviews

Name: It's Just Wings
Link: https://www.google.com/maps/search/It's+Just+Wings/@37.294796,-76.725824?authuser=0&hl=en&entry=ttu
Reviews: 59 reviews",https://www.buffalowildwings.com/locations/us/va/williamsburg/4918-courthouse-st/sports-bar-218/?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAxNjYxMTEzOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(757) 229-6099,"{""latitude"":37.2787599,""longitude"":-76.7404227}",Buffalo Wild Wings (Owner),https://www.google.com/maps/contrib/117733959638402056355,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqHhNZTU-d7FOHLKl8cyDnHJAA5hDibuvSWIhbCm1dzEAYdJ8OVy2o8-6TtnT7jf4ft3o24rlh9aPdvDvOSZKnPOEU5LzdSJRvuJp10EfF4WGgYa1J1xd-MRsVAdti5N5DS0pCy8g=s1024,Chicken wings restaurant,"Chicken wings restaurant, Takeout Restaurant, Sports bar",11 AM-12 AM,,Open All Days,"4918 Courthouse St, Williamsburg, VA 23188","table, bartender, server, food and service, tvs, party, movie, wrap, appetizer, patio",https://www.google.com/maps/place/Buffalo+Wild+Wings/data=!4m7!3m6!1s0x89b08bd13eca1a1b:0x75a822d1a9f88e5b!8m2!3d37.2787599!4d-76.7404227!16s%2Fg%2F1tgpc4bw!19sChIJGxrKPtGLsIkRW474qdEiqHU?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJFTNFIuuJsIkRvo_4ORd-jPA,Secret Garden,,,191,4.3,"Name: Aromas Coffeehouse Bakery & Cafe
Link: https://www.google.com/maps/search/Aromas+Coffeehouse+Bakery+%26+Cafe/@37.2722639,-76.7069972?authuser=0&hl=en&entry=ttu
Reviews: 1424 reviews

Name: Kung Fu Tea & T.K.K. Express Ding Gu Gu - Williamsburg VA
Link: https://www.google.com/maps/search/Kung+Fu+Tea+%26+T.K.K.+Express+%E9%A1%B6%E5%91%B1%E5%91%B1+-+Williamsburg+VA/@37.2783066,-76.74115309999999?authuser=0&hl=en&entry=ttu
Reviews: 241 reviews

Name: The whale tea Williamsburg
Link: https://www.google.com/maps/search/The+whale+tea+Williamsburg/@37.281270299999996,-76.721319?authuser=0&hl=en&entry=ttu
Reviews: 218 reviews

Name: The Spice & Tea Exchange of Williamsburg
Link: https://www.google.com/maps/search/The+Spice+%26+Tea+Exchange+of+Williamsburg/@37.2712952,-76.7062619?authuser=0&hl=en&entry=ttu
Reviews: 186 reviews

Name: The Cupboard
Link: https://www.google.com/maps/search/The+Cupboard/@37.268007,-76.7007311?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews",https://secretgarden-cafe.com/,(757) 808-5318,"{""latitude"":37.2701249,""longitude"":-76.70597579999999}",Secret Garden (Owner),https://www.google.com/maps/contrib/101225864959523614982,https://lh3.googleusercontent.com/p/AF1QipNF2fiVlGBIdI2Rzp612DBplE_DnmIpmtw7LoHE=s1024,Bubble tea store,"Bubble tea store, Coffee shop, Dessert shop, Ice cream shop, Juice shop, Snack bar, Tea house",11 AM-7 PM,,Monday,"110 S Henry St, Williamsburg, VA 23185","ice cream, taro, waffles, flavor, atmosphere, selection, brown sugar milk tea, green tea, matcha, iced latte",https://www.google.com/maps/place/Secret+Garden/data=!4m7!3m6!1s0x89b089eb22453315:0xf08c7e1739f88fbe!8m2!3d37.2701249!4d-76.7059758!16s%2Fg%2F11fqcymz8p!19sChIJFTNFIuuJsIkRvo_4ORd-jPA?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ2-cuTtiLsIkR3I2-riTjEiA,Mama Mia's Deli & Restaurant,,,56,2.4,"Name: New York Deli & Pizza Restaurant
Link: https://www.google.com/maps/search/New+York+Deli+%26+Pizza+Restaurant/@37.3436667,-76.7561092?authuser=0&hl=en&entry=ttu
Reviews: 2457 reviews

Name: Olde Towne Pizza & Pasta
Link: https://www.google.com/maps/search/Olde+Towne+Pizza+%26+Pasta/@37.3152299,-76.73639229999999?authuser=0&hl=en&entry=ttu
Reviews: 1906 reviews

Name: Paul's Deli & Neighborhood Restaurant
Link: https://www.google.com/maps/search/Paul's+Deli+%26+Neighborhood+Restaurant/@37.2808475,-76.74066169999999?authuser=0&hl=en&entry=ttu
Reviews: 1412 reviews

Name: Chanello's Pizza
Link: https://www.google.com/maps/search/Chanello's+Pizza/@37.2866213,-76.7219504?authuser=0&hl=en&entry=ttu
Reviews: 674 reviews

Name: Two Sisters Pizzeria
Link: https://www.google.com/maps/search/Two+Sisters+Pizzeria/@37.2530444,-76.7648653?authuser=0&hl=en&entry=ttu
Reviews: 261 reviews",https://www.mamamiaspizzaanddeli.com/,(757) 229-1388,"{""latitude"":37.2840038,""longitude"":-76.7362411}",Mama Mia's Deli & Restaurant (Owner),,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFMSpkM-0Pr4_zyW0qCbw4_aKdqsKUcmmV0oXOhUsXzhoFNFEtn5U9VALiwwyyKtLKtnpT37mQ3FLdz3K4Z3W3RNKBy_sYpZBr9eS8D_4kaEY_9m0rx-y2axE_WufoukcidY0QkKWUEgAPf96Nf476RpV8abITSNVeoh-bDddOBkfURJJZzjL88uQ=s1024,Pizza restaurant,"Pizza restaurant, American restaurant, Asian restaurant, Chicken restaurant, Delivery Restaurant, Takeout Restaurant, Pizza delivery, Restaurant, Sandwich shop",11 AM-11 PM,,Open All Days,"4391 Ironbound Rd, Williamsburg, VA 23188","wings, price, cold, order, gyro, sub, stromboli, noodles, slaw, greek",https://www.google.com/maps/place/Mama+Mia%27s+Deli+%26+Restaurant/data=!4m7!3m6!1s0x89b08bd84e2ee7db:0x2012e324aebe8ddc!8m2!3d37.2840038!4d-76.7362411!16s%2Fg%2F12qggw60g!19sChIJ2-cuTtiLsIkR3I2-riTjEiA?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ59PMJ1qJsIkRXKsEPyo29Ww,Five Guys,"Your nearby Five Guys at 1430 Richmond Road in Williamsburg is ready to offer you a classic take on burgers, hot dogs, fries, milkshakes and more! Whether it's using fresh ground beef (there are no freezers in our restaurants), double-cooking our fries in 100 percent peanut oil, hand-preparing fresh ingredients every morning or serving peanuts while you wait, we strive to provide the best experience each and every time you visit. With more than 250,000 ways to customize your burger and 1,000+ milkshake combinations, satisfying your craving is just a click away!",,1042,4.4,"Name: Cook Out
Link: https://www.google.com/maps/search/Cook+Out/@37.2955998,-76.7261999?authuser=0&hl=en&entry=ttu
Reviews: 2928 reviews

Name: McDonald's
Link: https://www.google.com/maps/search/McDonald's/@37.2928648,-76.72483849999999?authuser=0&hl=en&entry=ttu
Reviews: 1679 reviews

Name: Popeyes Louisiana Kitchen
Link: https://www.google.com/maps/search/Popeyes+Louisiana+Kitchen/@37.2904281,-76.7233377?authuser=0&hl=en&entry=ttu
Reviews: 1317 reviews

Name: Freddy's Frozen Custard & Steakburgers
Link: https://www.google.com/maps/search/Freddy's+Frozen+Custard+%26+Steakburgers/@37.2928984,-76.7240092?authuser=0&hl=en&entry=ttu
Reviews: 788 reviews

Name: Subway
Link: https://www.google.com/maps/search/Subway/@37.288762999999996,-76.7228594?authuser=0&hl=en&entry=ttu
Reviews: 197 reviews",https://restaurants.fiveguys.com/1430-richmond-road,(757) 229-1213,"{""latitude"":37.2888087,""longitude"":-76.7248601}",Five Guys (Owner),https://www.google.com/maps/contrib/113117189902661261705,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8xJTDGsM8ffr3OuFxlehdR-wK89h94Z8uAnOIcwi3uYx-b9b5u-diprpOM6EVXZ_O2pYsi2LNdNz6b2tso6RZWX6SZzMhJxVQOAbMjePWK5y5MT9A3svGjrbIYVtZVoUn_l6e=s1024,Hamburger restaurant,"Hamburger restaurant, American restaurant, Fast food restaurant, Hot dog restaurant, Hot dog stand, Restaurant",11 AM-10 PM,,Open All Days,"1430 Richmond Rd Bldg 5, Ste 505, Williamsburg, VA 23185","milkshake, burger and fries, peanuts, bag, clean, hot dogs, fast food, cajun fries, bacon cheeseburger, cashier",https://www.google.com/maps/place/Five+Guys/data=!4m7!3m6!1s0x89b0895a27ccd3e7:0x6cf5362a3f04ab5c!8m2!3d37.2888087!4d-76.7248601!16s%2Fg%2F113k2rm4n!19sChIJ59PMJ1qJsIkRXKsEPyo29Ww?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJfQCA1GeJsIkRulF6tDnYsZs,Revolution Golf and Grille,"Eat*Drink*Golf*Games. Williamsburg Family-Friendly Sport's Bar and Entertainment destination. Full menu, Live Music, daily specials and interactive games and golf.",,639,4.2,"Name: Sportsmans Grille
Link: https://www.google.com/maps/search/Sportsmans+Grille/@37.2469329,-76.6596527?authuser=0&hl=en&entry=ttu
Reviews: 1486 reviews

Name: Brickhouse Tavern Williamsburg
Link: https://www.google.com/maps/search/Brickhouse+Tavern+Williamsburg/@37.274038999999995,-76.71223189999999?authuser=0&hl=en&entry=ttu
Reviews: 1157 reviews

Name: Williamsburg National Golf Club
Link: https://www.google.com/maps/search/Williamsburg+National+Golf+Club/@37.265059699999995,-76.803448?authuser=0&hl=en&entry=ttu
Reviews: 336 reviews

Name: Gold Course Clubhouse Grill
Link: https://www.google.com/maps/search/Gold+Course+Clubhouse+Grill/@37.267643,-76.6991814?authuser=0&hl=en&entry=ttu
Reviews: 112 reviews

Name: Williamsburg Golf Club
Link: https://www.google.com/maps/search/Williamsburg+Golf+Club/@37.240991,-76.643399?authuser=0&hl=en&entry=ttu
Reviews: 78 reviews",http://www.revolutiongolfandgrille.com/,(757) 645-4711,"{""latitude"":37.2880126,""longitude"":-76.72442079999999}",Revolution Golf and Grille (Owner),https://www.google.com/maps/contrib/102970312811295512311,https://lh3.googleusercontent.com/p/AF1QipOh92vM8gF4o-kpluQV0T-_lBUu18qtJRcjcig2=s1024,Restaurant,"Restaurant, Live music bar, Sports bar",11 AM-9 PM,,Tuesday,"1430 High St suite 706, Williamsburg, VA 23185","games, bar, beer, simulators, tvs, entertainment, indoor golf, bays, fun, trivia",https://www.google.com/maps/place/Revolution+Golf+and+Grille/data=!4m7!3m6!1s0x89b08967d480007d:0x9bb1d839b47a51ba!8m2!3d37.2880126!4d-76.7244208!16s%2Fg%2F11dymqq8qk!19sChIJfQCA1GeJsIkRulF6tDnYsZs?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJLUBzdAuJsIkRIeDiiW6fTGA,Oishii Japanese Ramen & Hibachi Grill,"[ 7/21/19 ] Under New Management
Japanese inspired comfort food
[COVID-19] carry-out only * fast-casual *

Your Asian kitchen away from home. Made to order. Located steps away from the College of William and Mary & Colonial Williamsburg.

WINNER OF WILLIAMSBURG'S 2021 BUSINESS APPRECIATION AWARD",,451,4.4,"Name: Kyoto Japanese Steak and Seafood
Link: https://www.google.com/maps/search/Kyoto+Japanese+Steak+and+Seafood/@37.293404599999995,-76.724148?authuser=0&hl=en&entry=ttu
Reviews: 1396 reviews

Name: Ichiban
Link: https://www.google.com/maps/search/Ichiban/@37.2786281,-76.7414052?authuser=0&hl=en&entry=ttu
Reviews: 991 reviews

Name: Ramen Time
Link: https://www.google.com/maps/search/Ramen+Time/@37.2942501,-76.72578419999999?authuser=0&hl=en&entry=ttu
Reviews: 379 reviews

Name: DOMOISHI ramen-poke-tea-wings
Link: https://www.google.com/maps/search/DOMOISHI+ramen-poke-tea-wings/@37.309037599999996,-76.7314782?authuser=0&hl=en&entry=ttu
Reviews: 292 reviews

Name: Hibachi Buddha-Williamsburg
Link: https://www.google.com/maps/search/Hibachi+Buddha-Williamsburg/@37.3072095,-76.7505942?authuser=0&hl=en&entry=ttu
Reviews: 201 reviews",http://www.oishiiva.com/,(757) 220-6880,"{""latitude"":37.2726197,""longitude"":-76.7080295}",Oishii Japanese Ramen & Hibachi Grill (Owner),https://www.google.com/maps/contrib/107646299379403020021,https://lh3.googleusercontent.com/p/AF1QipN5wVIxfNLZ80xEdu6jDfvhl_G3XviSQPFBEqPx=s1024,Ramen restaurant,"Ramen restaurant, Japanese restaurant, Sushi restaurant",12-8 PM,,Monday,"515 Prince George St, Williamsburg, VA 23185","yakisoba, poke bowl, college, bubble tea, dumplings, tuna, hibachi chicken, macarons, katsu, egg tarts",https://www.google.com/maps/place/Oishii+Japanese+Ramen+%26+Hibachi+Grill/data=!4m7!3m6!1s0x89b0890b7473402d:0x604c9f6e89e2e021!8m2!3d37.2726197!4d-76.7080295!16s%2Fg%2F11b6zmd7pv!19sChIJLUBzdAuJsIkRIeDiiW6fTGA?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJyYgNd2iJsIkRzr7GgdxTuqA,Manhattan Bagel,"At Manhattan Bagel(r), we wake up at 3am every morning to start your day with a smile and a full belly. Our NY-style bagels are boiled and baked fresh every day. We fire up our grills to bring you fresh-cracked eggs, sizzling bacon, and made-to-order sandwiches.",,780,4.4,"Name: Another Broken Egg Cafe
Link: https://www.google.com/maps/search/Another+Broken+Egg+Cafe/@37.2869934,-76.7221533?authuser=0&hl=en&entry=ttu
Reviews: 2479 reviews

Name: Dunkin'
Link: https://www.google.com/maps/search/Dunkin'/@37.2837871,-76.7193126?authuser=0&hl=en&entry=ttu
Reviews: 1144 reviews

Name: Honey Butter's Kitchen -Candle Factory
Link: https://www.google.com/maps/search/Honey+Butter's+Kitchen+-Candle+Factory/@37.3718838,-76.7766345?authuser=0&hl=en&entry=ttu
Reviews: 1009 reviews

Name: Panera Bread
Link: https://www.google.com/maps/search/Panera+Bread/@37.276351,-76.7395463?authuser=0&hl=en&entry=ttu
Reviews: 986 reviews

Name: The Bake Shop
Link: https://www.google.com/maps/search/The+Bake+Shop/@37.2732459,-76.70905239999999?authuser=0&hl=en&entry=ttu
Reviews: 302 reviews",https://www.manhattanbagel.com/?y_source=1_ODk5MjQwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(757) 259-9221,"{""latitude"":37.28909,""longitude"":-76.72186839999999}",Manhattan Bagel (Owner),https://www.google.com/maps/contrib/103811683283360795488,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np0wX1QZq5Gq80jZJU2AJi4MG5SW_hOX9lT897HFkgV0f9YLcs9y-wLCE7v3JjIAzUjqDHVixzvIWbDeTVaOSgGaAZk9qTb2ewLSyFk736nu4n-E4-k5CjSPku9gOtvzarq-esp4g=s1024,Bagel shop,"Bagel shop, Bakery, Breakfast restaurant, Cafe",6:30 AM-2 PM,,Open All Days,"1437 Richmond Rd, Williamsburg, VA 23185","breakfast sandwiches, brisket, pork roll, french toast, hash brown, vacation, smokehouse, farmhouse, varieties, grilled",https://www.google.com/maps/place/Manhattan+Bagel/data=!4m7!3m6!1s0x89b08968770d88c9:0xa0ba53dc81c6bece!8m2!3d37.28909!4d-76.7218684!16s%2Fg%2F1tdpmz6k!19sChIJyYgNd2iJsIkRzr7GgdxTuqA?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJHcit13GJsIkR8fXNfrzP7Pc,Domino's Pizza,"Looking for great pizza in Williamsburg? At Domino's, we're passionate about bringing you the best pizza experience, whether you're carrying out or ordering pizza delivery. Whether you're craving thin, foldable New York Style pizza or a thick, Handmade Pan pizza, Domino's has you covered. Or try our delicious, cheesy Parmesan Stuffed Crust pizza today! We offer more than just mouthwatering pizza--dishes like our fan-favorite mac and cheese, salads, pasta, and chicken wings will satisfy all your needs. We'll give you great value with our unbeatable deals, making it easy to enjoy more for less. Wherever you are, the Domino's pizza near you is here to satisfy your cravings with taste and quality. Order from 1220 Richmond Rd. .",,331,3.4,"Name: McDonald's
Link: https://www.google.com/maps/search/McDonald's/@37.2928648,-76.72483849999999?authuser=0&hl=en&entry=ttu
Reviews: 1679 reviews

Name: Chanello's Pizza
Link: https://www.google.com/maps/search/Chanello's+Pizza/@37.2866213,-76.7219504?authuser=0&hl=en&entry=ttu
Reviews: 674 reviews

Name: Pizza Hut
Link: https://www.google.com/maps/search/Pizza+Hut/@37.3719306,-76.7767938?authuser=0&hl=en&entry=ttu
Reviews: 468 reviews

Name: Highway Pizza
Link: https://www.google.com/maps/search/Highway+Pizza/@37.3085799,-76.7313767?authuser=0&hl=en&entry=ttu
Reviews: 358 reviews

Name: Papa Johns Pizza
Link: https://www.google.com/maps/search/Papa+Johns+Pizza/@37.3161244,-76.735661?authuser=0&hl=en&entry=ttu
Reviews: 247 reviews",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps_menutest,(757) 229-8885,"{""latitude"":37.2798474,""longitude"":-76.7183742}",Domino's Pizza (Owner),https://www.google.com/maps/contrib/118306466001926918759,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprRTLyCRi5YDTHiZDJrLen0Rqu5VxEgoX-PsJygcT-2VgcKnVbC-h-39_EsXMZncZZXdYFn5H_8OEiXXSm03VW3xhSt5FGpg9pZNjJsJcAfRirD3I24MhCWngLAS9WY73miBTX=s1024,Pizza delivery,"Pizza delivery, Chicken wings restaurant, Pizza restaurant, Pizza Takeout",10 AM-12 AM,,Open All Days,"1220 Richmond Rd, Williamsburg, VA 23185","call, order, manager, delivery driver, prices, website, coupon, gluten free, dough, apologetic",https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x89b08971d7adc81d:0xf7eccfbc7ecdf5f1!8m2!3d37.2798474!4d-76.7183742!16s%2Fg%2F1tdym279!19sChIJHcit13GJsIkR8fXNfrzP7Pc?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJe2KHFgiJsIkRJ1Z6ct5EJQE,Sweet Tea & Barley,"Southern flavors shine through with the familiar, yet innovative, cuisine and casual atmosphere of Sweet Tea & Barley at the Williamsburg Lodge. From fresh salads to perfect pub bites to satisfying sandwiches, it's the place to gather for a good time. Drinks are crafted by hand, and local ingredients highlight the true spirit of the area. Take it outside to the patio for a cocktail where laughter and lively conversation fill the air.",,344,4.1,"Name: Amber Ox Public House
Link: https://www.google.com/maps/search/Amber+Ox+Public+House/@37.272807,-76.708522?authuser=0&hl=en&entry=ttu
Reviews: 3312 reviews

Name: DoG Street Pub
Link: https://www.google.com/maps/search/DoG+Street+Pub/@37.2711628,-76.7059891?authuser=0&hl=en&entry=ttu
Reviews: 2386 reviews

Name: Blue Talon Bistro
Link: https://www.google.com/maps/search/Blue+Talon+Bistro/@37.2720392,-76.7067197?authuser=0&hl=en&entry=ttu
Reviews: 1626 reviews

Name: The Hound's Tale
Link: https://www.google.com/maps/search/The+Hound's+Tale/@37.2726361,-76.7081525?authuser=0&hl=en&entry=ttu
Reviews: 608 reviews

Name: Traditions
Link: https://www.google.com/maps/search/Traditions/@37.26839,-76.70035?authuser=0&hl=en&entry=ttu
Reviews: 140 reviews",https://www.colonialwilliamsburg.org/stay-play/dining/restaurants/sweet-tea-barley/,(757) 220-7688,"{""latitude"":37.268333299999995,""longitude"":-76.7002656}",Sweet Tea & Barley (Owner),https://www.google.com/maps/contrib/107360711378632503065,https://lh3.googleusercontent.com/p/AF1QipOcX4jKOKKd0rBucWSLwpkqTuCMj3RvvEudkZ9A=s1024,Southern restaurant (US),"Southern restaurant (US), Bar, Restaurant",4-10 PM,,Open All Days,"310 S England St, Williamsburg, VA 23185","hotel, shrimp and grits, bartender, management, evening, dining, entrees, live music, biscuits, band",https://www.google.com/maps/place/Sweet+Tea+%26+Barley/data=!4m7!3m6!1s0x89b089081687627b:0x12544de727a5627!8m2!3d37.2683333!4d-76.7002656!16s%2Fg%2F11g68xnyy8!19sChIJe2KHFgiJsIkRJ1Z6ct5EJQE?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
